,prices,location,furnished,owner,link,title,area,type,dates,text,bathrooms,text1,co-ordinate,depo
10,"₹ 23,000 /monthDeposit ₹ 70000",GK Royal Rahadki Greens Phase 2,,,/3-bhk-bedroom-residential-apartments-for-rent-in-gk-royal-rahadki-greens-phase-2-rahatani-pune-1600-sq-ft-spid-G32067717,3 BHK Residential Apartment for rent in Rahatani,"1,600 sq.ft. (149 sq.m.) Super built-up Area",3 BHK3 Baths,,3 bhk available for rent from -11 august,,,,
11,"₹ 17,000 /monthDeposit ₹ 60000",GK Dwarka Queens Park,,,/2-bhk-bedroom-residential-apartments-for-rent-in-gk-dwarka-queens-park-rahatani-pune-1096-sq-ft-spid-J36586797,2 BHK Residential Apartment for rent in Rahatani,"1,096 sq.ft. (102 sq.m.) Super built-up Area",2 BHK2 Baths,,2 bedroom apartment in dwarka queens park available for rent. The property location is it's usp and has accessibility to super markets and all the malls around the area. It's close to the main road.,,,,
12,"₹ 17,000 /monthDeposit ₹ 38000",Landge Nestworth Chs,,,/2-bhk-bedroom-residential-apartments-for-rent-in-landge-nestworth-chs-bhosari-pune-900-sq-ft-spid-S55608926,2 BHK Residential Apartment for rent in Bhosari,900 sq.ft. (84 sq.m.) Super built-up Area,2 BHK2 Baths,,"Fully furnished home with appliances and piped natural gas connection.
Perfect for family who are newly moving in the city and want a set home with all furniture and appliances. Mall and multiplex just opoosite side of the road.",,,,
13,"₹ 16,500 /month",Siddharth Modern Homes,,,/1-bhk-bedroom-residential-apartments-for-rent-in-siddharth-modern-homes-viman-nagar-pune-650-sq-ft-spid-T55651362,1 BHK Residential Apartment for rent in Viman Nagar,650 sq.ft. (60 sq.m.) Super built-up Area,1 BHK1 Bath,,"This is a terrace flat with big terrace of 750 sq. Ft.. It is well ventilated and ideally located with schools, colleges, banks, malls etc in the vicinity.
Very good society with 24 hours water and electricity.",,,,
14,"₹ 13,500 /monthDeposit ₹ 40000",Swaraaj Pride,,,/2-bhk-bedroom-residential-apartments-for-rent-in-swaraaj-pride-punawale-pune-989-sq-ft-spid-A55728702,2 BHK Residential Apartment for rent in Punawale,989 sq.ft. (92 sq.m.) Super built-up Area,2 BHK2 Baths,,Roadside facing spacious east-West facing,,,,
15,"₹ 18,000 /monthDeposit ₹ 50000",Green Spirit,,,/2-bhk-bedroom-residential-apartments-for-rent-in-green-spirit-thergaon-pune-1043-sq-ft-spid-N55728644,2 BHK Residential Apartment for rent in Thergaon,"1,043 sq.ft. (97 sq.m.) Super built-up Area",2 BHK2 Baths,,"Green sprit society is located in prime location on thergaon-Chinchwad link road, in front of vengsarkar cricket academy stadium. Having beautiful stadium view from both balconies of flat. All the luxurious amenities are available in society like jym, swimming pool, club house, best security, two lifts, ample parking space etc.",,,,
16,"₹ 8,500 /monthDeposit ₹ 15000",Invidudal,,,/2-bhk-bedroom-residential-apartments-for-rent-in-invidudal-manjari-budruk-pune-850-sq-ft-spid-J55728328,2 BHK Residential Apartment for rent in Manjari Budruk,850 sq.ft. (79 sq.m.) Carpet Area,2 BHK2 Baths,,"I want to rent out a 2 bhk apartment available in invidudal, manjari budruk, pune. Located in a serene place, it has a carpet area of 850. 0 sq. Ft. It is an attractive and a newly constructed property. The property has an amazing location and is semi-Furnished. It has 2 balcony(s) which offer an excellent view. Immediately available.",,,,
17,"₹ 10,500 /month",Brahmachaitanya Society,,,/1-bhk-bedroom-independent-house-for-rent-in-brahmachaitanya-society-warje-pune-7500-sq-ft-spid-E55728218,1 Bedroom Independent House for rent in Warje,"7,500 sq.ft. (697 sq.m.) Plot Area",1 BHK1 Bath,,1 bhk flat is availble now near from highway and city.All rooms are big.Avaialble from today.,,,,
18,"₹ 17,000 /month",Kumar Park Infinia Phase 4,,,/2-bhk-bedroom-residential-apartments-for-rent-in-kumar-park-infinia-phase-4-hadapsar-pune-1400-sq-ft-spid-N55728206,2 BHK Residential Apartment for rent in Hadapsar,"1,400 sq.ft. (130 sq.m.) Super built-up Area",2 BHK2 Baths,,"I want to rent out a 2 bhk apartment available in ,hadapsar, pune.Located in a serene place, it has a super built-Up area of 1400 sq.Ft. It is an attractive and a newly constructed property. The property has an amazing location and is unfurnished.It has 1 balcony(s) which offer an excellent view.",,,,
19,"₹ 7,000 /month",Muktai Complex,,,/1-bhk-bedroom-residential-apartments-for-rent-in-muktai-complex-dhayri-pune-550-sq-ft-spid-C55728084,1 BHK Residential Apartment for rent in Dhayari,550 sq.ft. (51 sq.m.) Super built-up Area,1 BHK1 Bath,,"I want to rent out a 1 bhk apartment available in ,dhayari, pune.Located in a serene place, it has a super built-Up area of 550 sq.Ft. It is an attractive and a newly constructed property. The property has an amazing location and is unfurnished.",,,,
20,"₹ 20,000 /month",Rose Icon,,,/2-bhk-bedroom-residential-apartments-for-rent-in-rose-icon-pimple-saudagar-pune-920-sq-ft-spid-Y55728044,2 BHK Residential Apartment for rent in Pimple Saudagar,920 sq.ft. (85 sq.m.) Built-up Area,2 BHK2 Baths,,"I want to rent out a 2 bhk apartment available in ,pimple saudagar, pune.Located in a serene place, it has a built up area of 920 sq.Ft. It is an attractive and a newly constructed property. The property has an amazing location and is semi-Furnished.It has 1 balcony(s) which offer an excellent view.Immediately available.",,,,
21,"₹ 13,500 /monthDeposit ₹ 35000",Anand Green County,,,/2-bhk-bedroom-residential-apartments-for-rent-in-anand-green-county-phursungi-pune-920-sq-ft-spid-H39050841,2 BHK Residential Apartment for rent in Phursungi,920 sq.ft. (85 sq.m.) Super built-up Area,2 BHK2 Baths,,"1km from sp infocity phursungi
24*7 water n security
Gardan facing 
Gardan  ,clube, gymnastics, basketball court
Available from 1 nov 2018
 Additional details :The society has dedicated security guards for every tower.
Partial power backup is available.
Daily needs shopping could be done within the society premises to make the stay convinent.
The apartment has borings  water supply.",,,,
22,"₹ 12,300 /monthDeposit ₹ 35000",M Square Dreamland,,,/1-bhk-bedroom-residential-apartments-for-rent-in-m-square-dreamland-thite-nagar-pune-550-sq-ft-spid-H55727698,1 BHK Residential Apartment for rent in Thite Nagar,550 sq.ft. (51 sq.m.) Super built-up Area,1 BHK1 Bath,,"Very nice construction. Close to school, highway, hospital, market. Gated community, cctv , intercom facility, lifts, rain water harvesting, terrece, corner property. Modern construction. 
Very nice construction. Close to school, highway, hospital, market. Gated community, cctv , intercom facility, lifts, rain water harvesting, terrece, corner property. Modern construction.",,,,
23,"₹ 4,000 /monthDeposit ₹ 12000",Pristine Aakanksha,,,/1-bhk-bedroom-residential-apartments-for-rent-in-pristine-aakanksha-bakori-pune-705-sq-ft-spid-A55725580,1 BHK Residential Apartment for rent in Bakori,705 sq.ft. (66 sq.m.) Super built-up Area,1 BHK1 Bath,,"I want to rent out a 1 bhk apartment available in pristine palms, bakori, pune. Located in a serene place, it has a super built-Up area of 705. 0 sq. Ft. It is an attractive and a newly constructed property. The property has an amazing location and is unfurnished. It has 1 balcony(s) which offer an excellent view. Immediately available.",,,,
24,"₹ 90,000 /monthDeposit 3 month(s) rent",Amanora Park Town R3,,,/5-bhk-bedroom-residential-apartments-for-rent-in-amanora-park-town-r3-jjc-colony-pune-2880-sq-ft-spid-G55725536,5 BHK Residential Apartment for rent in JJC Colony,"2,880 sq.ft. (268 sq.m.) Super built-up Area",5 BHK5 Baths,,Qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,,,,
25,"₹ 90,000 /monthDeposit 3 month(s) rent",Amanora Park Town R3,,,/5-bhk-bedroom-residential-apartments-for-rent-in-amanora-park-town-r3-jjc-colony-pune-2880-sq-ft-spid-H90966090,5 BHK Residential Apartment for rent in JJC Colony,"2,880 sq.ft. (268 sq.m.) Super built-up Area",5 BHK5 Baths,,Qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,,,,
0,"₹
16,000
","['Amanora', 'Metro', 'Towers,', 'Hadapsar']",,"
Kiran
",,"
1 BHK Apartment
",,,,"
Metro tower is part of Amanora Park Town there is in metro tower only 1 bhk and 1 rk
",,,,
1,"₹
11,000
",['Hadapsar'],,Vasanth,,"
1 BHK Apartment
",,,,"
Multistorey Apartment has unblocked view on front, Garden/Park. Situated at 4th floor in a tower of total 7 floors. Modern construction is done in this newly built Multistorey Apartment. High quality flooring of types Marble are available in different rooms. The location has easy access to, SM Joshi College (0 km ), Aabhe Hospital (0 km ), Jan Seva Cooperative Bank (0 km ) and Hadapsar Railway Station (6 km ).
read more
",,,,
2,"₹
13,000
","['DSK', 'Vidyanagari,', 'Baner']",,1 Roof Properties,,"
1 BHK Apartment
",,,,"
An excellent 1 bhk residential apartment for rent in Pashan sus Road, Pune. It is a very good property and has 1 balconys which make the apartment more spacious. It is available for family. We are looking for Rs. 13000. It is on the 5th floor and has vitrified flooring. It is an east facing property and has lifts, maintenance staff, visitor parking, water storage and intercom facility etc. The society too has features like park which adds to the attractiveness of the property. 1 covered parking. Partial power back up.
read more
",,,,
3,"₹
15,000
","['Sai', 'Dwarika,', 'Katraj', 'Kondhwa', 'Road', '1391', 'sqft']",,Girish,,"
3 BHK Apartment
",,,,"
3 BHK, Multistorey Apartment is available for Rent in Katraj Kondhwa Road, Pune for 15,000
",,,,
4,"₹
22,500
","['Riverdale', 'Heights,', 'Kharadi', '1077', 'sqft']",,Azuro Property Management,,"
2 BHK Apartment
",,,,"
We charge only flat service fees for an apartment in Pune. Professional Property Management. Multiple direct options available.
read more
",,,,
5,"₹
27,000
","['Buena', 'Vista', ',', 'Viman', 'Nagar', '1030', 'sqft']",,Shankar Padennavar,,"
2 BHK Apartment
",,,,"
2 BHK, Multistorey Apartment is available for Rent in Viman Nagar, Pune for 27,000
",,,,
6,"₹
11,000
","['Varun', 'Park,', 'Pimple', 'Saudagar,', 'Pimpri', 'Chinchwad']",,Mahajan,,"
1 BHK Apartment
",,,,"
All daily requirement locations very near by ..
",,,,
7,"₹
48,000
","['Nyati', 'Wind', 'Chimes,', 'NIBM', 'Road', '3202', 'sqft']",,Lavishomes,,"
4 BHK Apartment
",,,,"
4 bhk flat available for rent in mohamadwadi, pune. It is located in which is a very good society. The space is furnished, located on 11th floor of 13 floors. an ideal accommodation for family Available for a monthly rent of rs. 48000.00 and a security deposit of rs. 200000.0.know more details kindly contact
read more
",,,,
8,"₹
8,000
","['Nirmohi', 'Vihar', 'CHS,', 'Dhankawadi']",,Nikita,,"
1 BHK Apartment
",,,,"
Multistorey apartment is available for rent. It is a good location property. Please contact for more details.
read more
",,,,
9,"₹
1.3 Lac
","['Marvel', 'Crest,', 'Koregaon', 'Park', '2100', 'sqft']",,JSK Realtors,,"
3 BHK Apartment
",,,,"
Located in Koregaon Park, Pune, Crest is a premium housing project launched by Marvel Realtors. Crest has many amenities, such as Intercom, Swimming Pool, , Spa, etc. This is ready to move in. 24 hours water supply. for more details contact us.
read more
",,,,
10,"₹
40,000
","['Clover', 'Acropolis,', 'Viman', 'Nagar', '2100', 'sqft']",,Reliable Properties,,"
3 BHK Apartment
",,,,"
hello::::This is Reliable Properties pune.::::A spacious 3.5 pent house Bedroom flat is available for Out ret in viman nagar Pune. It is located on the . It has a covered area of 2100 Sqft. The flat has The flat has 24 Hours Available water supply and NoRare Powercut. The property is fantastically located and is much soughtafter. The property is available at a very competitive monthly rent
read more
",,,,
11,"₹
10,000
","['Amanora', 'Metro', 'Towers,', 'Hadapsar']",,Royal Property,,"
1 BHK Apartment
",,,,"
availbale studio apartment flat for rent in amanora park twon::::flat is fully furnished modular kitchen gas papeline TV; Fredge Washing machine and bed wardrobe in the flat
read more
",,,,
12,"₹
22,000
","['Wakad', '890', 'sqft']",,santosh Patil,,"
2 BHK Apartment
",,,,"
2 BHK, Multistorey Apartment is available for Rent in Wakad, Pune for 22,000
",,,,
13,"₹
22,000
","['Konark', 'Indrayu,', 'NIBM', 'Annexe', '1110', 'sqft']",,Anushka Properties,,"
2 BHK Apartment
",,,,"
2 BHK, Multistorey Apartment is available for Rent in NIBM Annexe, Pune for 22,000
",,,,
14,"₹
15,500
",['Kothrud'],,Shiv Real Estate,,"
1 BHK Apartment
",,,,"
1 bhk semi furnished flat 2 bed walldrob market loc. Bus stop auto stand mall medicals hospitals bank atm hotels school collage and any others
read more
",,,,
15,"₹
22,000
","['Godrej', 'Infinity,', 'Keshav', 'Nagar,', 'Mundhwa', '1070', 'sqft']",,Kenisha Life,,"
2 BHK Apartment
",,,,"
2 BHK, Multistorey Apartment is available for Rent in Keshav Nagar, Pune for 22,000
",,,,
16,"₹
22,000
","['Ganga', 'Queens', 'Gate,', 'Sopan', 'Baug', 'Society,', 'Ghorpadi', '1068', 'sqft']",,Sanjive Arora,,"
2 BHK Apartment
",,,,"
2 BHK, Multistorey Apartment is available for Rent in Sopan Baug Society, Pune for 22,000
",,,,
17,"₹
10,000
","['Nyati', 'Evita,', 'Lohegaon']",,Daniel Shaji,,"
1 BHK Apartment
",,,,"
East facing with a nice balcony. All basic fittings, modular kitchen and wardrobe is available.
",,,,
18,"₹
12,000
","['Wagholi', '1100', 'sqft']",,rajender,,"
2 BHK Apartment
",,,,"
well ventilated, fresh environment, with all modern amenities spacious 2 bhk close to market school magar highways
read more
",,,,
19,"₹
7,500
","['in', 'Wanowrie']",,Jandial Estates,,"
1 BHK Builder Floor
",,,,"
Brand new 1HALL kitchen in a independent building newly constructed near jagtap chowk opposite IDBI bank,good flooring ,bathroom tiles,sliding windows to be rented to families only,vacant immediate possession.
read more
",,,,
20,"₹
19,000
","['Megapolis', 'Sunway,', 'Hinjewadi', '800', 'sqft']",,Lalit,,"
2 BHK Apartment
",,,,"
2 BHK, Multistorey Apartment is available for Rent in Hinjewadi, Pune for 19,000
",,,,
21,"₹
22,000
","['M', 'Vijay', 'Spring', 'Bloom,', 'Ghorpadi']",,Amit Shrivastava,,"
2 BHK Apartment
",,,,"
2 BHK, Multistorey Apartment is available for Rent in Ghorpadi, Pune for 22,000
",,,,
22,"₹
16,000
","['Chhajed', 'Galaxy,', 'Viman', 'Nagar']",,Manpreet Singh,,"
1 BHK Apartment
",,,,"
1 BHK, Multistorey Apartment is available for Rent in Viman Nagar, Pune for 16,000
",,,,
23,"₹
15,000
","['Balwant', 'Darshan']",,Deepak Akole,,"
1 BHK Apartment
",,,,"
1 BHK, Multistorey Apartment is available for Rent in , Pune for 15,000
",,,,
24,"₹
10,500
",['Bibwewadi'],,Dilip Patil,,"
1 BHK Apartment
",,,,"
24/7 security, water supply. extra 400sqft area to use, calm neighborhood
",,,,
25,"₹
16,026
","['Mantra', 'Insignia,', 'Keshav', 'Nagar,', 'Mundhwa', '896', 'sqft']",,sunil,,"
2 BHK Apartment
",,,,"
2 BHK, Multistorey Apartment is available for Rent in Keshav Nagar, Pune for 16,026
",,,,
26,"₹
10,000
","['Kolte', 'Patil', 'Life', 'Republic,', 'Hinjewadi', 'Phase', '1']",,Green Home Property,,"
1 BHK Apartment
",,,,"
this property is new near ITpark
",,,,
27,"₹
14,000
","['Keyzwoods,', 'Wakadkar', 'Wasti,', 'Pimpri', 'Chinchwad', '1106', 'sqft']",,bhushan jagtap,,"
2 BHK Apartment
",,,,"
Located in Wakad this home is ideal for families & bachelors & comes at a very affordable price of 14,000 rupees. This 1100 sqft. home is on the 5th floor & comes with ample parking lot for a car and bike. This perfect apartment for rent comes semi furnished. This home faces the West direction. With amenities such as electric back up, security & elevator this home offers you a lot of convenience. You are viewing the right home if you would prefer a house with visitor parking. With kids play zone & a gym available in this home, you will always have something to do here. With Spot 18, E Square X
read more
",,,,
